006385cc  00000716 R_ARM_JUMP_SLOT   0048f86c   ezxml_set_attr
0063a96c  000d8716 R_ARM_JUMP_SLOT   00373020   strrevz
0063a970  000d8a16 R_ARM_JUMP_SLOT   00450f4c   WFD_GetItemSelection
0063a974  000d8b16 R_ARM_JUMP_SLOT   001b9354   SaveToPosOfbuffer
0063a978  000d8d16 R_ARM_JUMP_SLOT   0045c0ec   luaL_checkinteger
0063a97c  000d8f16 R_ARM_JUMP_SLOT   00293644   MD5Update
0063a980  000d9116 R_ARM_JUMP_SLOT   000b3898   tt_seed2key_core
0063a984  000d9316 R_ARM_JUMP_SLOT   0044275c   HMRecordFlashLog
0063a988  000d9416 R_ARM_JUMP_SLOT   003b3e80   LuaCall
0063a98c  000d9516 R_ARM_JUMP_SLOT   002d00fc   sub_3005AA64
0063a990  000d9616 R_ARM_JUMP_SLOT   002cf19c   seedkey_cthnc_amt
0063a994  000d9716 R_ARM_JUMP_SLOT   0044d89c   SetBargraph
0063a998  000d9816 R_ARM_JUMP_SLOT   0049037c   readfileN
0063a99c  000d9916 R_ARM_JUMP_SLOT   0044712c   ShowPieChartDialogByNo
0063a9a0  000d9c16 R_ARM_JUMP_SLOT   003ac864   Parse_WFDSelList
0063a9a4  000d9e16 R_ARM_JUMP_SLOT   0038b594   luagetc
0063a9a8  000d9f16 R_ARM_JUMP_SLOT   003a39c0   LuaApp_ReadAV
0063a9ac  000da016 R_ARM_JUMP_SLOT   003955d4   DoBDXReadAV
0063a9b0  000da216 R_ARM_JUMP_SLOT   004dac64   ENGINE_ctrl
0063a9b4  000da316 R_ARM_JUMP_SLOT   003ea55c   RefreshCoding
0063a9b8  000da516 R_ARM_JUMP_SLOT   003a9b1c   ParseInfoList
0063a9bc  000da816 R_ARM_JUMP_SLOT   000bf794   ROL
0063a9c0  000daa16 R_ARM_JUMP_SLOT   00134a74   Buffer2DecString
0063a9c4  000dab16 R_ARM_JUMP_SLOT   00396ef0   FilterAvs
0063a9c8  000dad16 R_ARM_JUMP_SLOT   002ced18   seedkey_racf_econtrols
0063a9cc  000dae16 R_ARM_JUMP_SLOT   000f00ac   B2k_RecvMsgs
0063a9d0  000daf16 R_ARM_JUMP_SLOT   002d1a44   seedkey_008c_0x3f
0063a9d4  000db016 R_ARM_JUMP_SLOT   002f60e8   Eol2009ALL_ez_b
0063a9d8  000db116 R_ARM_JUMP_SLOT   002d606c   sub_1004E6C0
0063a9dc  000db216 R_ARM_JUMP_SLOT   004add34   p1258
0063a9e0  000db416 R_ARM_JUMP_SLOT   001a8a90   Get_DateBaseProtocolPi
0063a9e4  000db516 R_ARM_JUMP_SLOT   000a69ec   xml_GetLabel
0063a9e8  000db816 R_ARM_JUMP_SLOT   00000000   PH_Send_Package_KT700V
0063a9ec  000dba16 R_ARM_JUMP_SLOT   004642d8   lua_getstack
0063a9f0  000dbe16 R_ARM_JUMP_SLOT   003c7a84   FindAssign_ex
0063a9f4  000dc016 R_ARM_JUMP_SLOT   00371354   ShangChai_Injector_Rea
0063a9f8  000dc116 R_ARM_JUMP_SLOT   0039fc94   DoaJob
0063a9fc  000dc216 R_ARM_JUMP_SLOT   002bc04c   sub_10001450
0063aa00  000dc316 R_ARM_JUMP_SLOT   00211a4c   Kwp_NegativeCode_Conve
0063aa04  000dc616 R_ARM_JUMP_SLOT   004de750   sk_sort
0063aa08  000dc816 R_ARM_JUMP_SLOT   002ba718   vmethod_4
0063aa0c  000dc916 R_ARM_JUMP_SLOT   00091e78   Audi_Parse_Data
0063aa10  000dca16 R_ARM_JUMP_SLOT   0038a018   readKT600data
0063aa14  000dcb16 R_ARM_JUMP_SLOT   00453cc8   WFD_ShowHexeditDialog
0063aa18  000dcc16 R_ARM_JUMP_SLOT   0038e5b4   AddAv2AcAvList
0063aa1c  000dcf16 R_ARM_JUMP_SLOT   003a63c4   CXF_search
0063aa20  000dd016 R_ARM_JUMP_SLOT   003b06f8   GetRequest
0063aa24  000dd516 R_ARM_JUMP_SLOT   0035e74c   Volvo_Send_Start
0063aa28  000dd816 R_ARM_JUMP_SLOT   002d6d20   sub_1004EAC0
0063aa2c  000dd916 R_ARM_JUMP_SLOT   00000000   fputc
0063aa30  000ddb16 R_ARM_JUMP_SLOT   00134bac   Buffer2HexString
0063aa34  000ddd16 R_ARM_JUMP_SLOT   003b4b9c   DoCommref
0063aa38  000dde16 R_ARM_JUMP_SLOT   0039dc40   DoEcuInfoSub
0063aa3c  000ddf16 R_ARM_JUMP_SLOT   001fe460   CNG_TabPrase_Data
0063aa40  000de116 R_ARM_JUMP_SLOT   004d8de0   RSA_padding_check_PKCS
0063aa44  000de216 R_ARM_JUMP_SLOT   002bccd8   seedkey_008c_31d
0063aa48  000de316 R_ARM_JUMP_SLOT   00216da8   SDEC_Kwp_Read_FreezeDa
0063aa4c  000de516 R_ARM_JUMP_SLOT   000b6a30   GetKey_DAF_2Seed2Key_N
0063aa50  000de616 R_ARM_JUMP_SLOT   003916a4   InstanceAVItemByAV
0063aa54  000de716 R_ARM_JUMP_SLOT   004f5828   ASN1_TYPE_get
0063aa58  000de816 R_ARM_JUMP_SLOT   004cd7b0   ENGINE_get_RSA
0063aa5c  000de916 R_ARM_JUMP_SLOT   004f5858   ASN1_TYPE_set
0063aa60  000deb16 R_ARM_JUMP_SLOT   003b10c4   AddDemoRand
0063aa64  000dec16 R_ARM_JUMP_SLOT   004d95f8   RSA_padding_add_none
0063aa68  000def16 R_ARM_JUMP_SLOT   003cc46c   ShowAv8DialogByNode
0063aa6c  000df016 R_ARM_JUMP_SLOT   0038b480   luaFreopen
0063aa70  000df116 R_ARM_JUMP_SLOT   002f880c   Kwp2000_Read_Frame
0063aa74  000df216 R_ARM_JUMP_SLOT   0038e354   AddAv2AvailableList
0063aa78  000df616 R_ARM_JUMP_SLOT   002cb8fc   sub_963E4
0063aa7c  000df716 R_ARM_JUMP_SLOT   003ea1d4   InstanceCodingValue
0063aa80  000df816 R_ARM_JUMP_SLOT   00088ba0   Kwp2k_RcvMsg7F
0063aa84  000df916 R_ARM_JUMP_SLOT   003e7448   InstanceListHeader
0063aa88  000dfb16 R_ARM_JUMP_SLOT   004d0684   OPENSSL_cleanse
0063aa8c  000dfc16 R_ARM_JUMP_SLOT   003c699c   InstanceActuatorDialog
0063aa90  000dfd16 R_ARM_JUMP_SLOT   00081c2c   SetVciMode
0063aa94  000dfe16 R_ARM_JUMP_SLOT   004def50   lh_new
0063aa98  000dff16 R_ARM_JUMP_SLOT   003ac128   SD_Msg_Parse_8402
0063aa9c  000e0116 R_ARM_JUMP_SLOT   004d148c   CRYPTO_free_ex_data
0063aaa0  000e0216 R_ARM_JUMP_SLOT   00147b08   TransData
0063aaa4  000e0316 R_ARM_JUMP_SLOT   001afb54   GetJJTypeValue
0063aaa8  000e0416 R_ARM_JUMP_SLOT   00000000   __ctype_b_loc
0063aaac  000e0716 R_ARM_JUMP_SLOT   004d0528   CRYPTO_pop_info
0063aab0  000e0816 R_ARM_JUMP_SLOT   003b2944   PostServicecall
0063aab4  000e0916 R_ARM_JUMP_SLOT   00182fac   xml_GetDiagDB1
0063aab8  000e0a16 R_ARM_JUMP_SLOT   004b36f8   AddObjectToList
0063aabc  000e0d16 R_ARM_JUMP_SLOT   002079f0   Dtc_Filter
0063aac0  000e0e16 R_ARM_JUMP_SLOT   002086bc   StepTransform
0063aac4  000e0f16 R_ARM_JUMP_SLOT   002e6544   seedkey_nacsg_fu1sj0
0063aac8  000e1016 R_ARM_JUMP_SLOT   003a3e70   LuaApp_ReadACList
0063aacc  000e1116 R_ARM_JUMP_SLOT   00380830   Double2Hex
0063aad0  000e1216 R_ARM_JUMP_SLOT   00192510   Gm_Bcm
0063aad4  000e1316 R_ARM_JUMP_SLOT   0025c81c   GetNegationCode
0063aad8  000e1716 R_ARM_JUMP_SLOT   002e46dc   seedkey_racf_ddi11
0063aadc  000e1816 R_ARM_JUMP_SLOT   00085e00   KXmlGetString
0063aae0  000e1916 R_ARM_JUMP_SLOT   004db55c   engine_table_cleanup
0063aae4  000e1b16 R_ARM_JUMP_SLOT   002e78ec   seedkey_racf_20210730
0063aae8  000e1d16 R_ARM_JUMP_SLOT   001ca60c   Kwp2k_Exist_Ecu
0063aaec  000e2016 R_ARM_JUMP_SLOT   002e44e8   seedkey_zneb_eapu_a18_
0063aaf0  000e2216 R_ARM_JUMP_SLOT   000b84f4   QingLing_GenerateWordD
0063aaf4  000e2316 R_ARM_JUMP_SLOT   00437bb0   GetExpressionValueSub_
0063aaf8  000e2616 R_ARM_JUMP_SLOT   002d7eb4   sub_301B56A4
0063aafc  000e2b16 R_ARM_JUMP_SLOT   00000000   __aeabi_d2uiz
0063ab00  000e2c16 R_ARM_JUMP_SLOT   004de3f0   BIO_vsnprintf
0063ab04  000e3216 R_ARM_JUMP_SLOT   0027a314   BYDSearchStreamCMD
0063ab08  000e3316 R_ARM_JUMP_SLOT   00000000   PH_Send_Package
0063ab0c  000e3416 R_ARM_JUMP_SLOT   0049868c   RbKeyGetAddr
0063ab10  000e3516 R_ARM_JUMP_SLOT   003ed89c   DealWithCurDialogNokey
0063ab14  000e3616 R_ARM_JUMP_SLOT   004d2a60   bn_mul_recursive
0063ab18  000e3816 R_ARM_JUMP_SLOT   004f3818   BIO_clear_flags
0063ab1c  000e3916 R_ARM_JUMP_SLOT   0039c3f4   StartTesterPresent
0063ab20  000e3a16 R_ARM_JUMP_SLOT   002cfdb0   sub_7B735920
0063ab24  000e3b16 R_ARM_JUMP_SLOT   00258954   Moto_FormatVersion
0063ab28  000e3e16 R_ARM_JUMP_SLOT   003a9894   ParseFunList
0063ab2c  000e3f16 R_ARM_JUMP_SLOT   003ab718   FreeParseAvSelList
0063ab30  000e4316 R_ARM_JUMP_SLOT   00000000   PH_Pass_Send_Package
0063ab34  000e4616 R_ARM_JUMP_SLOT   00390340   FindAVByID
0063ab38  000e4716 R_ARM_JUMP_SLOT   004e3f40   SHA256_Init
0063ab3c  000e4816 R_ARM_JUMP_SLOT   002f0e2c   SecurityAccess_cdc2101
0063ab40  000e4916 R_ARM_JUMP_SLOT   004cdf6c   ERR_peek_last_error
0063ab44  000e4a16 R_ARM_JUMP_SLOT   00291b04   Geely_LG4
0063ab48  000e4e16 R_ARM_JUMP_SLOT   00000000   KT700COMM_RecvData
0063ab4c  000e4f16 R_ARM_JUMP_SLOT   00362d18   J1708_Data_Spy_Sub
0063ab50  000e5216 R_ARM_JUMP_SLOT   00000000   __aeabi_fcmplt
0063ab54  000e5316 R_ARM_JUMP_SLOT   000ebdbc   B2k_Pack_Cs
0063ab58  000e5416 R_ARM_JUMP_SLOT   000bbc64   sub_769F40
0063ab5c  000e5516 R_ARM_JUMP_SLOT   00000000   strftime
0063ab60  000e5616 R_ARM_JUMP_SLOT   003b8bdc   FindFunctionNode
0063ab64  000e5716 R_ARM_JUMP_SLOT   0013532c   ReplaceBuffer
0063ab68  000e5816 R_ARM_JUMP_SLOT   001a07b8   honda_get_vbe_pid
0063ab6c  000e5916 R_ARM_JUMP_SLOT   00000000   localeconv
0063ab70  000e5a16 R_ARM_JUMP_SLOT   00084770   SendReportToGUI
0063ab74  000e5d16 R_ARM_JUMP_SLOT   002ce450   seedkey_ainacs_enciphe
0063ab78  000e5e16 R_ARM_JUMP_SLOT   003d5918   CA_SendandRecev
0063ab7c  000e5f16 R_ARM_JUMP_SLOT   00139204   SetEndOutBuff
0063ab80  000e6016 R_ARM_JUMP_SLOT   003b73c0   Start_Comm
0063ab84  000e6116 R_ARM_JUMP_SLOT   00295c04   toReflectionOnByteBasi
0063ab88  000e6316 R_ARM_JUMP_SLOT   004f2fc0   BN_mod_mul_montgomery
0063ab8c  000e6416 R_ARM_JUMP_SLOT   000b88f4   Man_ReverseBytes
0063ab90  000e6516 R_ARM_JUMP_SLOT   0013cb08   SetExitCMM
0063ab94  000e6616 R_ARM_JUMP_SLOT   000b1060   sub_10011330
0063ab98  000e6716 R_ARM_JUMP_SLOT   004d2384   bn_mul_low_normal
0063ab9c  000e6916 R_ARM_JUMP_SLOT   003ad3ac   SD_Msg_Parse_WFDSelLis
0063aba0  000e6a16 R_ARM_JUMP_SLOT   002ea0f4   seedkey_09c_20211013
0063aba4  000e6c16 R_ARM_JUMP_SLOT   001b6880   J1939_SendAndRevMsgApp
0063aba8  000e6d16 R_ARM_JUMP_SLOT   003b7c50   Connect2ECUBySysroot
0063abac  000e7016 R_ARM_JUMP_SLOT   004cc880   BN_dup
0063abb0  000e7216 R_ARM_JUMP_SLOT   0013a964   Send_Package
0063abb4  000e7416 R_ARM_JUMP_SLOT   00491548   KTfilelistCheck
0063abb8  000e7516 R_ARM_JUMP_SLOT   00000000   __aeabi_uidivmod
0063abbc  000e7616 R_ARM_JUMP_SLOT   002efc90   seedkey_gg_20211109
0063abc0  000e7816 R_ARM_JUMP_SLOT   00000000   isdigit
0063abc4  000e7916 R_ARM_JUMP_SLOT   0039a77c   EnterAcInfor
0063abc8  000e7a16 R_ARM_JUMP_SLOT   001ddc40   init_tyre
0063abcc  000e7b16 R_ARM_JUMP_SLOT   000bab88   sub_2016_03_28_11_41
0063abd0  000e7c16 R_ARM_JUMP_SLOT   0020cc58   convert_not
0063abd4  000e7e16 R_ARM_JUMP_SLOT   004443a4   HNMZD_Flow1_Flashing
0063abd8  000e7f16 R_ARM_JUMP_SLOT   00000000   __aeabi_dcmpeq
0063abdc  000e8016 R_ARM_JUMP_SLOT   004b3d0c   FindFirstNonUTF8Char
0063abe0  000e8116 R_ARM_JUMP_SLOT   000b914c   GetKey_2017_07_19_13_1
0063abe4  000e8216 R_ARM_JUMP_SLOT   002e72c0   sub_7E98F458
0063abe8  000e8416 R_ARM_JUMP_SLOT   002fcec4   Read_Ver_sub
0063abec  000e8516 R_ARM_JUMP_SLOT   00391264   InstanceFunAVItemByXml
0063abf0  000e8616 R_ARM_JUMP_SLOT   00389f6c   ser_Clear
0063abf4  000e8716 R_ARM_JUMP_SLOT   000b9b10   Seed2Key_2016_08_13_10
0063abf8  000e8916 R_ARM_JUMP_SLOT   001c5b48   Kwp2k_Vehicle_Config
0063abfc  000e8a16 R_ARM_JUMP_SLOT   00000000   fwrite
0063ac00  000e8b16 R_ARM_JUMP_SLOT   004f17a0   BN_lshift1
0063ac04  000e8d16 R_ARM_JUMP_SLOT   004ce23c   ERR_add_error_data
0063ac08  000e8f16 R_ARM_JUMP_SLOT   0038b1d0   ConversionPath2KT600
0063ac0c  000e9116 R_ARM_JUMP_SLOT   0045ae9c   lua_upvalueid
0063ac10  000e9216 R_ARM_JUMP_SLOT   0049a348   std_strToHexEx
0063ac14  000e9416 R_ARM_JUMP_SLOT   004b1e08   GetFontStrByU32Brand
0063ac18  000e9616 R_ARM_JUMP_SLOT   003be824   DoBDXReadFFdataServica
0063ac1c  000e9716 R_ARM_JUMP_SLOT   001897b4   Check_Pack
0063ac20  000e9816 R_ARM_JUMP_SLOT   0021f2f0   Ecu_Flash_Pretreatment
0063ac24  000e9916 R_ARM_JUMP_SLOT   001a1848   honda_canbus_data_pars
0063ac28  000e9b16 R_ARM_JUMP_SLOT   00121498   Benz_RecvMsgs
0063ac2c  000e9c16 R_ARM_JUMP_SLOT   00457c28   lua_replace
0063ac30  000e9f16 R_ARM_JUMP_SLOT   0017e800   xml_GetProtocol1
0063ac34  000ea216 R_ARM_JUMP_SLOT   00495e8c   DiagSimGet
0063ac38  000ea316 R_ARM_JUMP_SLOT   003b9534   PrintMQCIDandAuthor
0063ac3c  000ea416 R_ARM_JUMP_SLOT   004dbb0c   ENGINE_register_RAND
0063ac40  000ea616 R_ARM_JUMP_SLOT   0045a514   lua_gc
0063ac44  000ea916 R_ARM_JUMP_SLOT   0036e294   Ahex
0063ac48  000eaa16 R_ARM_JUMP_SLOT   004f22d8   BN_reciprocal
0063ac4c  000eab16 R_ARM_JUMP_SLOT   00362068   J1708_Dtc_Status_Parse
0063ac50  000eac16 R_ARM_JUMP_SLOT   00137fe0   LoadTheMap
0063ac54  000eae16 R_ARM_JUMP_SLOT   00323970   calcKey
0063ac58  000eb016 R_ARM_JUMP_SLOT   000b582c   SeedToKey_E_control_CN
0063ac5c  000eb116 R_ARM_JUMP_SLOT   000b0a28   GenerateKeyEx_ELC
0063ac60  000eb216 R_ARM_JUMP_SLOT   0038a838   Handle_Exist_Task
0063ac64  000eb416 R_ARM_JUMP_SLOT   003957e8   DoBDXReadACAV
0063ac68  000eb516 R_ARM_JUMP_SLOT   0045bb94   luaL_testudata
0063ac6c  000eb616 R_ARM_JUMP_SLOT   004541a8   WFD_GetHexeditInput
0063ac70  000eb716 R_ARM_JUMP_SLOT   003dfd34   CHJ_Flow1_Flashing
0063ac74  000eb816 R_ARM_JUMP_SLOT   002835bc   OBDII_Spy_Fdata
0063ac78  000eb916 R_ARM_JUMP_SLOT   00361d78   J1708_Communication_Pa
0063ac7c  000ebb16 R_ARM_JUMP_SLOT   00081c84   InitKTDiagSet
0063ac80  000ebc16 R_ARM_JUMP_SLOT   00419b68   PareErrorCode
0063ac84  000ebd16 R_ARM_JUMP_SLOT   00240eac   KWP_BOSCH_DMode_Change
0063ac88  000ebe16 R_ARM_JUMP_SLOT   000b26d0   tt_27_1002BF30
0063ac8c  000ec016 R_ARM_JUMP_SLOT   002bc0e0   sub_10001390
0063ac90  000ec416 R_ARM_JUMP_SLOT   003a7890   GetAcnameTextno
0063ac94  000ec616 R_ARM_JUMP_SLOT   003e4328   CHJ_Flow3_Before_Flash
0063ac98  000ec716 R_ARM_JUMP_SLOT   001fe6fc   LEI_WO_TabPrase_Data
0063ac9c  000ec816 R_ARM_JUMP_SLOT   000a6d80   Print_Buffer
0063aca0  000ec916 R_ARM_JUMP_SLOT   00449140   IsSubworkflowStackEmpt
0063aca4  000ecc16 R_ARM_JUMP_SLOT   00081c58   SetEncryType
0063aca8  000ecd16 R_ARM_JUMP_SLOT   003c71c8   FreeAssignList
0063acac  000ece16 R_ARM_JUMP_SLOT   00296744   rRotate
0063acb0  000ecf16 R_ARM_JUMP_SLOT   00385be0   GetExpressValue
0063acb4  000ed016 R_ARM_JUMP_SLOT   001bc774   InitCountorZone
0063acb8  000ed116 R_ARM_JUMP_SLOT   00448abc   GetExprssionValueSub_S
0063acbc  000ed216 R_ARM_JUMP_SLOT   0025d7d8   Nissan_RcvMsg
0063acc0  000ed316 R_ARM_JUMP_SLOT   004f187c   BN_lshift
0063acc4  000ed516 R_ARM_JUMP_SLOT   00000000   pthread_mutex_destroy
0063acc8  000ed816 R_ARM_JUMP_SLOT   004db1cc   ENGINE_cmd_is_executab
0063accc  000ed916 R_ARM_JUMP_SLOT   0024d684   Maruili_RcvMsgs
0063acd0  000eda16 R_ARM_JUMP_SLOT   004db894   engine_table_select
0063acd4  000edd16 R_ARM_JUMP_SLOT   002cbe84   seedkey_jim_acoric_ppa
0063acd8  000edf16 R_ARM_JUMP_SLOT   00434a44   findmathcommand
0063acdc  000ee016 R_ARM_JUMP_SLOT   001b0204   J1939_Init_IO
0063ace0  000ee116 R_ARM_JUMP_SLOT   004d61b4   bn_mul_comba4
0063ace4  000ee216 R_ARM_JUMP_SLOT   0047a740   lua_newthread
0063ace8  000ee316 R_ARM_JUMP_SLOT   003939e8   LuaApp_InstanceAVExpre
0063acec  000ee416 R_ARM_JUMP_SLOT   0038d170   GetServiceViewList
0063acf0  000ee516 R_ARM_JUMP_SLOT   0024fff0   SortAscending
0063acf4  000ee616 R_ARM_JUMP_SLOT   0045bc50   luaL_checkudata
0063acf8  000ee716 R_ARM_JUMP_SLOT   0021ffb4   Ecu_Flash_Communicatio
0063acfc  000ee816 R_ARM_JUMP_SLOT   00222ea8   Kwp_Advanced_Diag_Step
0063ad00  000ee916 R_ARM_JUMP_SLOT   004f9fd0   ASN1_const_check_infin
0063ad04  000eeb16 R_ARM_JUMP_SLOT   003cd458   ShowBagraph4DialogByNo
0063ad08  000eec16 R_ARM_JUMP_SLOT   00087ad0   DiagMCheck
0063ad0c  000eed16 R_ARM_JUMP_SLOT   001a3c18   Honda_Eng_Ecm_Reset
0063ad10  000eef16 R_ARM_JUMP_SLOT   003e86a8   InstanceListbox
0063ad14  000ef016 R_ARM_JUMP_SLOT   003dd200   InitVCIandReadSN
0063ad18  000ef116 R_ARM_JUMP_SLOT   002ea880   seedkey_racf_20211105
0063ad1c  000ef216 R_ARM_JUMP_SLOT   0039b020   VCI_Disconnect
0063ad20  000ef316 R_ARM_JUMP_SLOT   003235d8   GetArrayFromFile
0063ad24  000ef416 R_ARM_JUMP_SLOT   000f5068   B2k_Spy_Search
0063ad28  000ef516 R_ARM_JUMP_SLOT   0025ba94   NegationRespSavePack
0063ad2c  000ef616 R_ARM_JUMP_SLOT   000bdff8   YuChai_seed2key
0063ad30  000ef716 R_ARM_JUMP_SLOT   004b2cc0   GetFontStrByStrSub
0063ad34  000ef816 R_ARM_JUMP_SLOT   0020d164   convert_byte2bit
0063ad38  000ef916 R_ARM_JUMP_SLOT   001f3ec8   Citroen_Read_OneFrame
0063ad3c  000efb16 R_ARM_JUMP_SLOT   004bf4d8   libiconv
0063ad40  000efc16 R_ARM_JUMP_SLOT   000bd408   mgimmo_seed2key
0063ad44  000f0116 R_ARM_JUMP_SLOT   004d34ec   bn_mul_low_recursive
0063ad48  000f0216 R_ARM_JUMP_SLOT   0038dfc0   LoadAV
0063ad4c  000f0316 R_ARM_JUMP_SLOT   00000000   pthread_mutex_lock
0063ad50  000f0616 R_ARM_JUMP_SLOT   0036e3d8   Shangchai_Set_Vin
0063ad54  000f0716 R_ARM_JUMP_SLOT   0013919c   SetOneSysOutBuff
0063ad58  000f0816 R_ARM_JUMP_SLOT   00359a30   Get_Datachange_Result
0063ad5c  000f0a16 R_ARM_JUMP_SLOT   000a50b8   AudiUDS_CompareVWid
0063ad60  000f0b16 R_ARM_JUMP_SLOT   0013553c   SplitFormat
0063ad64  000f0e16 R_ARM_JUMP_SLOT   00000000   __aeabi_f2uiz
0063ad68  000f0f16 R_ARM_JUMP_SLOT   0045730c   WFD_RevMsg
0063ad6c  000f1116 R_ARM_JUMP_SLOT   00489ae4   ezxml_memory_adds
0063ad70  000f1216 R_ARM_JUMP_SLOT   004347a8   ecu_readver
0063ad74  000f1316 R_ARM_JUMP_SLOT   000a6128   Audi_Label
0063ad78  000f1416 R_ARM_JUMP_SLOT   0045acf0   lua_setupvalue
0063ad7c  000f1516 R_ARM_JUMP_SLOT   003ba6ac   ConnectInfo
0063ad80  000f1716 R_ARM_JUMP_SLOT   00128448   Benz_Act_Data
0063ad84  000f1916 R_ARM_JUMP_SLOT   004f3c1c   BIO_push
0063ad88  000f1b16 R_ARM_JUMP_SLOT   00296d00   RMDEx
0063ad8c  000f1c16 R_ARM_JUMP_SLOT   004cc9f4   RSA_private_encrypt
0063ad90  000f1e16 R_ARM_JUMP_SLOT   0045d338   luaL_setfuncs
0063ad94  000f2016 R_ARM_JUMP_SLOT   003021d8   BYD_BCM_ZZT_Spy
0063ad98  000f2116 R_ARM_JUMP_SLOT   002e6b28   sub_7E98F254
0063ad9c  000f2316 R_ARM_JUMP_SLOT   000be2a8   CNHTCCBCU_seed2key
0063ada0  000f2516 R_ARM_JUMP_SLOT   004adc6c   p0x00013A
0063ada4  000f2616 R_ARM_JUMP_SLOT   004dec50   lh_strhash
0063ada8  000f2716 R_ARM_JUMP_SLOT   00449254   GetSubworkflowStackTop
0063adac  000f2816 R_ARM_JUMP_SLOT   00433700   protocolGet
0063adb0  000f2916 R_ARM_JUMP_SLOT   00321790   Cmd_Get_Info
0063adb4  000f2b16 R_ARM_JUMP_SLOT   0025e244   Nissan_RcvMsg_7F
0063adb8  000f2e16 R_ARM_JUMP_SLOT   00000000   pthread_cond_wait
0063adbc  000f2f16 R_ARM_JUMP_SLOT   0011743c   SetCmdByCMDEditInfo_Su
0063adc0  000f3016 R_ARM_JUMP_SLOT   004abcb4   MakeLicense_languageBu
0063adc4  000f3316 R_ARM_JUMP_SLOT   000ed36c   B2k_NEG_RES
0063adc8  000f3516 R_ARM_JUMP_SLOT   0045af60   lua_upvaluejoin
0063adcc  000f3816 R_ARM_JUMP_SLOT   0045b42c   luaL_traceback
0063add0  000f3a16 R_ARM_JUMP_SLOT   003ec364   GetButtionOutID
0063add4  000f3c16 R_ARM_JUMP_SLOT   004f9174   asn1_get_field_ptr
0063add8  000f3e16 R_ARM_JUMP_SLOT   00000000   __errno_location
0063addc  000f3f16 R_ARM_JUMP_SLOT   0020d0d4   convert_reverse
0063ade0  000f4016 R_ARM_JUMP_SLOT   00137e2c   GetTheCanIdFromRecvDat
0063ade4  000f4316 R_ARM_JUMP_SLOT   004369f8   WFD_Dealwith_Node_End
0063ade8  000f4416 R_ARM_JUMP_SLOT   00418bd0   TraXon_Seed2Key
0063adec  000f4516 R_ARM_JUMP_SLOT   003e0328   InputZIPFileSize
0063adf0  000f4716 R_ARM_JUMP_SLOT   00000000   PH_UpdateMode
0063adf4  000f4816 R_ARM_JUMP_SLOT   004b3cbc   MaybeUTF8Char
0063adf8  000f4a16 R_ARM_JUMP_SLOT   000af654   seed_key_MDG1C_UDS_MD1
0063adfc  000f4c16 R_ARM_JUMP_SLOT   00264444   Nissan_Read_Data
0063ae00  000f5016 R_ARM_JUMP_SLOT   00000000   PH_Receive_Package_KT7
0063ae04  000f5116 R_ARM_JUMP_SLOT   000b9088   GetKey_WeiChai_nSeednK
0063ae08  000f5216 R_ARM_JUMP_SLOT   00249eb0   Kwp_Freeze_Data_Spy
0063ae0c  000f5316 R_ARM_JUMP_SLOT   000bdb5c   VOLVOPB_seed2key
0063ae10  000f5416 R_ARM_JUMP_SLOT   00000000   exit
0063ae14  000f5516 R_ARM_JUMP_SLOT   000bb620   sub_6E01D0
0063ae18  000f5616 R_ARM_JUMP_SLOT   0045c06c   luaL_optnumber
0063ae1c  000f5716 R_ARM_JUMP_SLOT   004593ac   lua_rawgeti
0063ae20  000f5816 R_ARM_JUMP_SLOT   003ab868   FreeParseList
0063ae24  000f5a16 R_ARM_JUMP_SLOT   0039fb68   GetSubtaskNode
0063ae28  000f5b16 R_ARM_JUMP_SLOT   002ba390   method_9
0063ae2c  000f5c16 R_ARM_JUMP_SLOT   003e8ae8   InstanceListboxSelecta
0063ae30  000f5e16 R_ARM_JUMP_SLOT   00164a8c   SendFreezeDatatoPC
0063ae34  000f5f16 R_ARM_JUMP_SLOT   0039b950   UpdateMode
0063ae38  000f6016 R_ARM_JUMP_SLOT   003b885c   Disconnect2ECU
0063ae3c  000f6116 R_ARM_JUMP_SLOT   004b3b90   IsASCII
0063ae40  000f6416 R_ARM_JUMP_SLOT   003c48a8   ClearDTCInfor
0063ae44  000f6516 R_ARM_JUMP_SLOT   002fd720   Clear_Dtc_sub
0063ae48  000f6616 R_ARM_JUMP_SLOT   002fa66c   Vdo_Read_Frame
0063ae4c  000f6716 R_ARM_JUMP_SLOT   00191840   Gm_Act_Data
0063ae50  000f6816 R_ARM_JUMP_SLOT   00000000   __aeabi_d2iz
0063ae54  000f6a16 R_ARM_JUMP_SLOT   0013daf4   sub_100D60A0
0063ae58  000f6b16 R_ARM_JUMP_SLOT   002ea484   seedkey_pwr_20211101
0063ae5c  000f6c16 R_ARM_JUMP_SLOT   000b96fc   Benz_InjectorAdaptatio
0063ae60  000f6f16 R_ARM_JUMP_SLOT   004b29a0   FontStrInit
0063ae64  000f7016 R_ARM_JUMP_SLOT   00459fc8   lua_callk
0063ae68  000f7116 R_ARM_JUMP_SLOT   000af0c0   sub_10005040
0063ae6c  000f7216 R_ARM_JUMP_SLOT   001929c8   MakeKey
0063ae70  000f7316 R_ARM_JUMP_SLOT   0039b8bc   UpdateVCIComparam
